Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
Pubmed	17072495	Single-nucleotide variations in the genes encoding the mitochondrial Hsp60/Hsp10 chaperone system and their disease-causing potential.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	HSPD1,HSPE1
Pubmed	22699162	Relationship between myeloid-related protein 8/14 and survival of Chinese peritoneal dialysis patients.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	19755614	Phagocyte-specific S100A8/A9 protein levels during disease exacerbations and infections in systemic lupus erythematosus.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	28053186	AAV9-NPC1 significantly ameliorates Purkinje cell death and behavioral abnormalities in mouse NPC disease.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	NPC1,NPC2
Pubmed	21347509	Association of polymorphisms of BTN2A1 and ILF3 with myocardial infarction in Japanese individuals with or without hypertension, diabetes mellitus or chronic kidney disease.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	BTN2A1,ILF3
Pubmed	23349797	DNA methylation in the malignant transformation of meningiomas.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	HOXA6,HOXA9
Pubmed	25256354	Risk of childhood asthma is associated with CpG-site polymorphisms, regional DNA methylation and mRNA levels at the GSDMB/ORMDL3 locus.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	GSDMB,ORMDL3
Pubmed	22962690	Niemann-Pick Type C2 protein contributes to the transport of endosomal cholesterol to mitochondria without interacting with NPC1.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	NPC1,NPC2
Pubmed	31499614	Formal model of the interplay between TGF?1 and MMP-9 and their dynamics in hepatocellular carcinoma.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	MMP9,TGFB1
Pubmed	18625738	The absence of cutaneous lymph nodes results in a Th2 response and increased susceptibility to Leishmania major infection in mice.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	LTB,LTBR
Pubmed	26061004	Necroptosis Interfaces with MOMP and the MPTP in Mediating Cell Death.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	PPIF,RIPK3
Pubmed	23521802	Intron retention and transcript chimerism conserved across mammals: Ly6g5b and Csnk2b-Ly6g5b as examples.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	LY6G5B,CSNK2B
Pubmed	21641553	Role for insulin signaling in catecholaminergic neurons in control of energy homeostasis.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	TH,INSR
Pubmed	26834220	Myeloid-related Protein 8/14 Levels in Rheumatoid Arthritis: Marker of Disease Activity and Response to Methotrexate.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	22248097	CNGA3 is expressed in inner ear hair cells and binds to an intracellular C-terminus domain of EMILIN1.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	CNGA3,EMILIN1
Pubmed	17895371	The subcellular localization of the Niemann-Pick Type C proteins depends on the adaptor complex AP-3.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	NPC1,NPC2
Pubmed	9568714	A calcineurin-dependent transcriptional pathway for cardiac hypertrophy.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	NFATC4,GATA4
Pubmed	27108162	Detection of High-grade Prostate Cancer Using a Urinary Molecular Biomarker-Based Risk Score.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	DLX1,HOXC6
Pubmed	18987317	Chaperonin chamber accelerates protein folding through passive action of preventing aggregation.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	HSPD1,HSPE1
Pubmed	8903739	Characterization of the murine Hoxc-5 gene.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	HOXC5,HOXC6
Pubmed	8903719	High-resolution genetic mapping of the hypodactyly (Hd) locus on mouse chromosome 6.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	EVX1,HOXA13
Pubmed	22273177	Loss of Niemann Pick type C proteins 1 and 2 greatly enhances HIV infectivity and is associated with accumulation of HIV Gag and cholesterol in late endosomes/lysosomes.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	NPC1,NPC2
Pubmed	25620670	Measurement of fecal calprotectin improves monitoring and detection of recurrence of Crohn's disease after surgery.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	8663520	In vivo characterization of the proteasome regulator PA28.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	PSME1,PSME2
Pubmed	23398954	Associations of CXCL16/CXCR6 with carotid atherosclerosis in patients with metabolic syndrome.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	CXCL16,CXCR6
Pubmed	18410405	Gli1 contributes to the invasiveness of pancreatic cancer through matrix metalloproteinase-9 activation.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	MMP9,GLI1
Pubmed	23325924	MicroRNA-16 affects key functions of human endothelial progenitor cells.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	MIR16-1,MIR16-2
Pubmed	28832684	Relationship between serum calprotectin (S100A8/9) and clinical, laboratory and ultrasound parameters of disease activity in rheumatoid arthritis: A large cohort study.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	27573865	HOXC6 promotes gastric cancer cell invasion by upregulating the expression of MMP9.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	MMP9,HOXC6
Pubmed	22767273	MRP3 gene expression correlates with NRF2 mutations in lung squamous cell carcinomas.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	ABCC3,NFE2L2
Pubmed	18194461	Homocysteine up-regulates vascular transmembrane chemokine CXCL16 and induces CXCR6+ lymphocyte recruitment in vitro and in vivo.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	CXCL16,CXCR6
Pubmed	26692467	Myeloid-related proteins-8 and -14 are expressed but dispensable in the pathogenesis of experimental epidermolysis bullosa acquisita and bullous pemphigoid.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	24202303	Plasma S100A8/A9 correlates with blood neutrophil counts, traditional risk factors, and cardiovascular disease in middle-aged healthy individuals.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	19746448	Physiological and coordinate downregulation of the NPC1 and NPC2 genes are associated with the sequestration of LDL-derived cholesterol within endocytic compartments.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	NPC1,NPC2
Pubmed	15004467	Characterization of two novel KRAB-domain-containing zinc finger genes, ZNF460 and ZNF461, on human chromosome 19q13.1-->q13.4.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	ZNF461,ZNF460
Pubmed	24041228	Intracellular expression of inflammatory proteins S100A8 and S100A9 leads to epithelial-mesenchymal transition and attenuated aggressivity of breast cancer cells.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	26883112	Involvement of calprotectin (S100A8/A9) in molecular pathways associated with HNSCC.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	28303998	MiR-16: A novel hereditary marker in breast cancer and their offspring.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	MIR16-1,MIR16-2
Pubmed	11549322	Structural conservation of the genes encoding CaT1, CaT2, and related cation channels.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	TRPV6,TRPV5
Pubmed	19140341	[TRPV5 and TRPV6 calcium channels in human T cells].	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	TRPV6,TRPV5
Pubmed	31221721	Systems-level Analysis Reveals Multiple Modulators of Epithelial-mesenchymal Transition and Identifies DNAJB4 and CD81 as Novel Metastasis Inducers in Breast Cancer.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	CD81,DNAJB4
Pubmed	25996682	Identification of differentially methylated markers among cytogenetic risk groups of acute myeloid leukemia.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	HOXB3,HOXB4
Pubmed	30089714	HDAC11 suppresses the thermogenic program of adipose tissue via BRD2.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	BRD2,HDAC11
Pubmed	24912620	Chemokine receptor 7 enhances cell chemotaxis and migration of metastatic squamous cell carcinoma of head and neck through activation of matrix metalloproteinase-9.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	MMP9,CCR7
Pubmed	19349983	A genome-wide association study identifies variants in the HLA-DP locus associated with chronic hepatitis B in Asians.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	HLA-DPA1,HLA-DPB1
Pubmed	28293713	Fecal but not serum calprotectin is a potential marker of GVHD after stem cell transplantation.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	28484281	Intestinal Epithelial Cell-Specific Deletion of PLD2 Alleviates DSS-Induced Colitis by Regulating Occludin.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	PLD2,OCLN
Pubmed	25369978	Fecal calprotectin is an effective diagnostic tool that differentiates inflammatory from functional intestinal disorders.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	21773780	Expression and localization of CXCL16 and CXCR6 in ovarian endometriotic tissues.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	CXCL16,CXCR6
Pubmed	11290797	Expression cloning of the STRL33/BONZO/TYMSTRligand reveals elements of CC, CXC, and CX3C chemokines.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	CXCL16,CXCR6
Pubmed	19913322	Upregulation of hepatoma-derived growth factor is involved in murine hepatic fibrogenesis.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	TGFB1,HDGF
Pubmed	16086286	[Tetrahydrobiopterin loading test in differential diagnosis among hyperphenylalaninemia patients].	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	PAH,PTS
Pubmed	20485555	Multiple promoters and alternative splicing: Hoxa5 transcriptional complexity in the mouse embryo.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	HOXA5,HOXA6
Pubmed	25620289	The allele T of rs10852936 confers risk for early-onset psoriasis.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	ZPBP2,IKZF3
Pubmed	14754527	[Association of human leukocyte antigen non-classical genes with type 1 diabetes].	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	HLA-DMA,HLA-DMB
Pubmed	30810341	Plasma S100A8/A9 heterodimer is an early prognostic marker of acute kidney injury associated with cardiac surgery.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	1675873	Sequence analysis of the homeobox-containing exon of the murine Hox-4.3 homeogene.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	HOXD4,HOXD8
Pubmed	16737583	[Relationship of trichloroethylene-induced medicamentosa like dermatitis to HLA-DMA and HLA-DMB].	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	HLA-DMA,HLA-DMB
Pubmed	12697438	Phagocyte-specific S100 proteins: a novel group of proinflammatory molecules.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A12
Pubmed	25056700	TGF-? mediates early angiogenesis and latent fibrosis in an Emilin1-deficient mouse model of aortic valve disease.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	EMILIN1,TGFB1
Pubmed	21592353	Increased serum myeloid-related protein 8/14 level is associated with atherosclerosis in type 2 diabetic patients.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	18287022	The stumpy gene is required for mammalian ciliogenesis.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	TGFB1,B9D2
Pubmed	9363887	Of fingers, toes and penises.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	HOXA13,HOXD13
Pubmed	18713980	Radiation-induced CXCL16 release by breast cancer cells attracts effector T cells.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	CXCL16,CXCR6
Pubmed	17895549	Enhanced expression of myeloid-related protein complex (MRP8/14) in macrophages and multinucleated giant cells in granulomas of patients with active cardiac sarcoidosis.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	28411275	Odorant Sensory Input Modulates DNA Secondary Structure Formation and Heterogeneous Ribonucleoprotein Recruitment on the Tyrosine Hydroxylase and Glutamic Acid Decarboxylase 1 Promoters in the Olfactory Bulb.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	GAD1,TH
Pubmed	28459433	S100-alarmin-induced innate immune programming protects newborn infants from sepsis.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	20568116	Activated ?(2) macroglobulin induces matrix metalloproteinase 9 expression by low-density lipoprotein receptor-related protein 1 through MAPK-ERK1/2 and NF-?B activation in macrophage-derived cell lines.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	MMP9,LRP1
Pubmed	3019832	Molecular cloning of sequences encoding the human heat-shock proteins and their expression during hyperthermia.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	HSPA1A,HSPA1B
Pubmed	28254114	Genetic polymorphism in matrix metalloproteinase-9 and transforming growth factor-?1 and susceptibility to combined pulmonary fibrosis and emphysema in a Chinese population.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	MMP9,TGFB1
Pubmed	11867565	S100A8, S100A9 and the S100A8/A9 heterodimer complex specifically bind to human endothelial cells: identification and characterization of ligands for the myeloid-related proteins S100A9 and S100A8/A9 on human dermal microvascular endothelial cell line-1 cells.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	18772377	NPC2 facilitates bidirectional transfer of cholesterol between NPC1 and lipid bilayers, a step in cholesterol egress from lysosomes.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	NPC1,NPC2
Pubmed	27064878	Long noncoding RNA HOTTIP contributes to the progression of prostate cancer by regulating HOXA13.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	HOTTIP,HOXA13
Pubmed	32107497	S100A8/S100A9 deficiency increases neutrophil activation and protective immune responses against invading infective L3 larvae of the filarial nematode Litomosoides sigmodontis.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	29444200	Loss of Sirt3 accelerates arterial thrombosis by increasing formation of neutrophil extracellular traps and plasma tissue factor activity.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	F3,SIRT3
Pubmed	21944249	The C-terminal domain of PLD2 participates in degradation of protein kinase CKII ? subunit in human colorectal carcinoma cells.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	PLD2,CSNK2B
Pubmed	15528189	Rab13 mediates the continuous endocytic recycling of occludin to the cell surface.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	RAB13,OCLN
Pubmed	19017543	High yield bacterial expression and purification of active recombinant PA28alphabeta complex.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	PSME1,PSME2
Pubmed	24897020	Genetic variants in human leukocyte antigen-DP influence both hepatitis C virus persistence and hepatitis C virus F protein generation in the Chinese Han population.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	HLA-DPA1,HLA-DPB1
Pubmed	23321646	Megakaryocytic differentiation of CD133+ hematopoietic stem cells by down-regulation of microRNA-10a.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	MIR10A,HOXA1
Pubmed	9867828	Analysis of the MRP8-MRP14 protein-protein interaction by the two-hybrid system suggests a prominent role of the C-terminal domain of S100 proteins in dimer formation.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	18713855	Differential involvement of striosome and matrix dopamine systems in a transgenic model of dopa-responsive dystonia.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	PTS,TH
Pubmed	31255735	CBX8 promotes tumorigenesis and confers radioresistance in esophageal squamous cell carcinoma cells through targeting APAF1.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	APAF1,CBX8
Pubmed	25164318	First evidence of TRPV5 and TRPV6 channels in human parathyroid glands: possible involvement in neoplastic transformation.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	TRPV6,TRPV5
Pubmed	23178899	Syndecan-4 signaling via NFAT regulates extracellular matrix production and cardiac myofibroblast differentiation in response to mechanical stress.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	NFATC4,SDC4
Pubmed	27226347	The Evx1/Evx1as gene locus regulates anterior-posterior patterning during gastrulation.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	EVX1-AS,EVX1
Pubmed	27084691	S100A8/A9 is an important host defence mediator in neuropathic foot ulcers in patients with type 2 diabetes mellitus.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	12663675	Human germinal center B cells differ from naive and memory B cells by their aggregated MHC class II-rich compartments lacking HLA-DO.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	HLA-DMA,HLA-DMB
Pubmed	8923003	Alternate promoters and alternate splicing of human tenascin-X, a gene with 5' and 3' ends buried in other genes.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	ATF6B,TNXB
Pubmed	26192994	Homocysteine Induces Collagen I Expression by Downregulating Histone Methyltransferase G9a.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	COL1A1,EHMT2
Pubmed	8947036	Editing of the HLA-DR-peptide repertoire by HLA-DM.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	HLA-DMA,HLA-DMB
Pubmed	15122332	Inhibition of cathepsin B and MMP-9 gene expression in glioblastoma cell line via RNA interference reduces tumor cell invasion, tumor growth and angiogenesis.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	MMP9,CTSB
Pubmed	12119343	Two distinct pathways mediated by PA28 and hsp90 in major histocompatibility complex class I antigen processing.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	PSME1,PSME2
Pubmed	25888955	miR-15b/16 protects primary human retinal microvascular endothelial cells against hyperglycemia-induced increases in tumor necrosis factor alpha and suppressor of cytokine signaling 3.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	MIR16-1,MIR15B
Pubmed	11564187	Selective expression of calcium-binding proteins S100a8 and S100a9 at distinct sites of hair follicles.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	19111021	Lymphotoxin-beta receptor signaling regulates hepatic stellate cell function and wound healing in a murine model of chronic liver injury.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	LTB,LTBR
Pubmed	16581979	A transcriptional enhancer that directs telencephalon-specific transgene expression in mouse brain.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	ICAM1,ICAM4
Pubmed	21905011	Antroquinonol differentially modulates T cell activity and reduces interleukin-18 production, but enhances Nrf2 activation, in murine accelerated severe lupus nephritis.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	NFE2L2,IL18
Pubmed	19819227	Retinoic acid induces discrete Wnt-signaling-dependent differentiation in F9 cells.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	WNT3A,LIF
Pubmed	29659256	Initial Biochemical and Functional Evaluation of Murine Calprotectin Reveals Ca(II)-Dependence and Its Ability to Chelate Multiple Nutrient Transition Metal Ions.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	27108607	HOTTIP and HOXA13 are oncogenes associated with gastric cancer progression.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	HOTTIP,HOXA13
Pubmed	18316602	Vascular endothelial cadherin promotes breast cancer progression via transforming growth factor beta signaling.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	CDH5,TGFB1
Pubmed	15748471	[Relationship between heat stress protein 70 gene polymorphisms and the risk of acute mountain sickness].	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	HSPA1A,HSPA1B
Pubmed	28817313	CCR7 Mediates TGF-?1-Induced Human Malignant Glioma Invasion, Migration, and Epithelial-Mesenchymal Transition by Activating MMP2/9 Through the Nuclear Factor KappaB Signaling Pathway.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	CCR7,TGFB1
Pubmed	26021984	Prognostic impact of CXCL16 and CXCR6 in non-small cell lung cancer: combined high CXCL16 expression in tumor stroma and cancer cells yields improved survival.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	CXCL16,CXCR6
Pubmed	27729455	Cell Entry of Porcine Epidemic Diarrhea Coronavirus Is Activated by Lysosomal Proteases.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	CTSB,CTSL
Pubmed	16253391	Inflammatory S100A9 and S100A12 proteins in Alzheimer's disease.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A9,S100A12
Pubmed	29880900	miR-16-5p inhibits chordoma cell proliferation, invasion and metastasis by targeting Smad3.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	MIR16-1,MIR16-2
Pubmed	26202933	Activation of OCT4 enhances ex vivo expansion of human cord blood hematopoietic stem and progenitor cells by regulating HOXB4 expression.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	POU5F1,HOXB4
Pubmed	25884418	Co-expression of S100A14 and S100A16 correlates with a poor prognosis in human breast cancer and promotes cancer cell invasion.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A14,S100A16
Pubmed	16806487	Myeloid-related protein-8/14 is associated with proinflammatory cytokines in cervical mucus.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	21533545	Identification of novel subregions of LOH in gastric cancer and analysis of the HIC1 and TOB1 tumor suppressor genes in these subregions.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	TOB1,HIC1
Pubmed	29733516	Clinical significance of calcium-binding protein S100A8 and S100A9 expression in non-small cell lung cancer.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	25081022	HOXB9 promotes epithelial-to-mesenchymal transition via transforming growth factor-?1 pathway in hepatocellular carcinoma cells.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	TGFB1,HOXB9
Pubmed	31515149	Response to hepatitis B vaccination is co-determined by HLA-DPA1 and -DPB1.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	HLA-DPA1,HLA-DPB1
Pubmed	22660800	Serum S100A8/A9, but not follistatin-like protein 1 and interleukin 18, may be a useful biomarker of disease activity in adult-onset Still's disease.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	31265880	Breast cancer invasion and progression by MMP-9 through Ets-1 transcription factor.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	MMP9,ETS1
Pubmed	3931075	Conserved features of eukaryotic hsp70 genes revealed by comparison with the nucleotide sequence of human hsp70.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	HSPA1A,HSPA1B
Pubmed	12722102	Dlx-1 and Dlx-2 expression in the adult mouse brain: relationship to dopaminergic phenotypic regulation.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	DLX1,DLX2
Pubmed	20695923	Heterochromatin marks HP1?, HP1? and H3K9me3, and DNA damage response activation in human testis development and germ cell tumours.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	CBX5,CBX3
Pubmed	29890074	Biophysical Examination of the Calcium-Modulated Nickel-Binding Properties of Human Calprotectin Reveals Conformational Change in the EF-Hand Domains and His	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	26006104	Oxidation of calprotectin by hypochlorous acid prevents chelation of essential metal ions and allows bacterial growth: Relevance to infections in cystic fibrosis.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	23850136	Role of inflammatory proteins S100A8 and S100A9 in pathophysiology of recurrent early pregnancy loss.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	31098983	Target-Specific Imaging of Cathepsin and S100A8/A9 Reflects Specific Features of Malignancy and Enables Estimation of Tumor Malignancy.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	CTSB,S100A8
Pubmed	18292562	Blockade of antimicrobial proteins S100A8 and S100A9 inhibits phagocyte migration to the alveoli in streptococcal pneumonia.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	16253146	The expression of HSP60 and HSP10 in large bowel carcinomas with lymph node metastase.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	HSPD1,HSPE1
Pubmed	28494622	Presence of inflammatory proteins S100A8 and S100A9 in a giant intracranial aneurysm after flow diverter treatment.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	S100A8,S100A9
Pubmed	9922051	Modulation of homeobox B6 and B9 genes expression in human leukemia cell lines during myelomonocytic differentiation.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	HOXB6,HOXB9
Pubmed	29650551	HNRNPA1 promotes recognition of splice site decoys by U2AF2 in vivo.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	U2AF2,HNRNPA1
Pubmed	18619850	The chemokine CXCL16 induces migration and invasion of glial precursor cells via its receptor CXCR6.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	CXCL16,CXCR6
Pubmed	14734744	Blockade of lymphotoxin signaling inhibits the clinical expression of murine graft-versus-host skin disease.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	LTB,LTBR
Pubmed	12761847	HOXB13 homeodomain protein is cytoplasmic throughout fetal skin development.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	HOXB13,HOXB4
Pubmed	17915559	Circulating heat shock proteins and inflammatory markers in patients with idiopathic left ventricular dysfunction: their relationships with myocardial and microvascular impairment.	Pubmed	7.964E-4	1.000E0	2.941E-2	3.507E-1	2	2	HSPA1A,HSPD1
